CO_MUNICIPIO_GESTOR,QTLeitosSUS,QT_NaoSUS,QTLeitosExist,DVLeitos,EXTLeitosPediatrico,QTProfissionais,QTUnidades,QTCNES,DVtpunidade,DVcotpunidade,DVcotpestab,QTHospitais,QTClinicas,QTLaboratorios,QTConsultorios,QTUnidadesBasicas,Municipio,Mesoregiao,RegionaldeSaude,DensidadeDemografica_2010_,PopulacaoEstimada_2021_,IdadeMediaPop,PopRelPediatrica,PopRelIdoso,IDHM_2010_,PIBPerCapita_2020_,PacientesEnv,PacientesRec
220200,42.0,0.0,42.0,3.0,1.0,113.5,25.0,25.0,10.0,1.0,11.0,1.0,3.0,3.0,0.0,13.0,Buriti dos Lopes,Norte Piauiense,Planície Litorânea,27.6,19832,32.52,29.01,10.78,565,9743.51,76.0,0.0
220150,0.0,0.0,0.0,3.0,1.0,135.0,29.0,29.0,11.0,1.0,13.0,0.0,2.0,1.0,0.0,19.0,Batalha,Norte Piauiense,Cocais,16.22,26951,33.24,28.49,11.4,545,8122.58,185.0,102.0
220550,24.0,0.0,24.0,3.0,1.0,235.0,37.0,37.0,10.0,1.0,10.0,1.0,6.0,2.0,0.0,24.0,José de Freitas,Centro Norte Piauiense,Entre Rios,24.11,39457,33.46,26.81,11.25,618,9650.85,243.5,98.5
220375,0.0,16.0,16.0,4.0,1.0,37.0,5.0,5.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,Fartura do Piauí,Sudoeste Piauiense,Serra Da Capivara,7.12,5330,33.21,28.84,11.83,548,7914.85,27.0,0.0
220920,0.0,0.0,0.0,4.0,1.0,39.0,6.0,6.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,Santa Filomena,Sudoeste Piauiense,Chapada Das Mangabeiras,1.15,6256,29.79,34.15,8.48,544,79755.28,13.0,0.0
221030,12.0,0.0,12.0,4.0,1.0,44.0,6.0,6.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,São Julião,Sudeste Piauiense,Vale Do Rio Guaribas,22.07,6379,35.75,25.16,13.38,594,9082.15,22.5,0.0
220860,0.0,0.0,0.0,4.0,1.0,31.0,7.0,7.0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,Prata do Piauí,Centro Norte Piauiense,Vale Do Sambito,15.71,3149,35.91,26.75,15.72,565,8673.02,9.0,0.0
220140,0.0,0.0,0.0,4.0,1.0,55.0,8.0,8.0,6.0,1.0,6.0,0.0,1.0,0.0,0.0,4.0,Barro Duro,Centro Norte Piauiense,Entre Rios,50.39,7022,34.08,27.69,12.16,612,12134.83,23.0,0.0
220277,0.0,0.0,0.0,4.0,1.0,54.0,8.0,8.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,Colônia do Piauí,Sudeste Piauiense,Vale Do Canindè,7.84,7665,33.57,27.51,11.05,588,8172.49,33.5,0.0
220610,0.0,0.0,0.0,4.0,1.0,64.0,8.0,8.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,Matias Olímpio,Norte Piauiense,Cocais,46.26,10979,31.33,31.12,10.26,562,8255.86,51.0,0.0
220540,0.0,0.0,0.0,4.0,1.0,87.0,9.0,9.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,Joaquim Pires,Norte Piauiense,Cocais,18.68,14396,31.6,29.9,9.87,522,7468.44,59.0,15.5
221090,0.0,0.0,0.0,4.0,1.0,36.0,9.0,9.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,Socorro do Piauí,Sudeste Piauiense,Vale Dos Rios Piauì E Itaueiras,5.94,4557,33.56,28.95,11.36,561,8935.91,14.0,0.0
220870,0.0,0.0,0.0,4.0,1.0,41.5,10.0,10.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,Redenção do Gurguéia,Sudoeste Piauiense,Chapada Das Mangabeiras,3.4,8814,30.41,32.89,9.18,589,9934.44,43.0,0.0
220590,0.0,0.0,0.0,4.0,1.0,35.5,11.0,11.0,7.0,1.0,7.0,0.0,0.0,1.0,0.0,6.0,Manoel Emídio,Sudoeste Piauiense,Vale Dos Rios Piauì E Itaueiras,3.22,5352,33.78,27.31,11.61,573,10004.77,15.5,8.0
220660,0.0,0.0,0.0,4.0,1.0,83.0,11.0,11.0,7.0,1.0,6.0,0.0,0.0,1.0,0.0,6.0,Monte Alegre do Piauí,Sudoeste Piauiense,Chapada Das Mangabeiras,4.28,10618,30.8,32.09,9.31,578,23522.87,34.0,0.0
221170,19.0,0.0,19.0,4.0,1.0,32.0,11.0,11.0,6.0,1.0,6.0,1.0,0.0,2.0,0.0,6.0,Wall Ferraz,Sudeste Piauiense,Vale Do Rio Guaribas,15.85,4479,33.62,28.29,10.92,544,8382.7,42.5,30.0
220300,0.0,0.0,0.0,4.0,1.0,50.0,13.0,13.0,8.0,1.0,8.0,0.0,0.0,1.0,0.0,5.0,Cristalândia do Piauí,Sudoeste Piauiense,Chapada Das Mangabeiras,6.51,8350,31.7,31.78,10.15,573,8306.38,10.0,0.0
220490,0.0,0.0,0.0,4.0,1.0,50.0,13.0,13.0,7.0,1.0,8.0,0.0,0.0,1.0,0.0,5.0,Isaías Coelho,Sudeste Piauiense,Vale Do Canindè,10.59,8582,32.7,29.23,11.51,582,9341.78,30.5,0.0
220650,0.0,0.0,0.0,4.0,1.0,47.5,13.0,13.0,6.0,1.0,7.0,0.0,0.0,1.0,0.0,7.0,Monsenhor Hipólito,Sudeste Piauiense,Vale Do Rio Guaribas,18.41,7785,35.43,24.83,12.57,561,11598.76,43.0,23.0
220500,0.0,0.0,0.0,4.0,1.0,79.0,14.0,14.0,9.0,1.0,5.0,0.0,1.0,2.0,0.0,6.0,Itainópolis,Sudeste Piauiense,Vale Do Rio Guaribas,13.41,11571,37.44,23.09,14.55,541,9009.69,30.0,0.0
220110,0.0,0.0,0.0,4.0,1.0,72.0,15.0,15.0,8.0,1.0,8.0,0.0,0.0,2.0,0.0,7.0,Avelino Lopes,Sudoeste Piauiense,Chapada Das Mangabeiras,8.48,11361,33.49,29.09,11.74,554,7913.71,33.0,0.0
220910,19.0,1.0,20.0,4.0,1.0,38.0,15.0,15.0,9.0,1.0,9.0,2.0,1.0,3.0,0.0,5.0,Santa Cruz do Piauí,Sudeste Piauiense,Vale Do Rio Guaribas,9.85,6254,35.99,25.09,13.26,601,9877.94,22.5,0.0
220760,0.0,0.0,0.0,4.0,1.0,81.5,16.0,16.0,7.0,1.0,8.0,0.0,0.0,3.0,0.0,7.0,Parnaguá,Sudoeste Piauiense,Chapada Das Mangabeiras,3.0,10846,30.18,33.23,8.44,575,10513.11,146.0,122.5
220820,35.0,0.0,35.0,4.0,1.0,98.0,16.0,16.0,7.0,1.0,8.0,1.0,0.0,1.0,0.0,9.0,Pio IX,Sudeste Piauiense,Vale Do Rio Guaribas,9.08,18492,33.16,27.63,10.6,564,11241.12,49.5,6.0
220880,29.0,0.0,29.0,4.0,1.0,137.0,16.0,16.0,7.0,1.0,6.0,1.0,1.0,0.0,0.0,11.0,Regeneração,Centro Norte Piauiense,Entre Rios,14.03,17979,33.97,27.31,12.19,591,12146.03,168.5,129.5
